"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2016","France","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","56",""
"2016","France","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Croatia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","17",""
"2016","Croatia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2016","Croatia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","33",""
"2016","Croatia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2016","Croatia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Italy","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","23",""
"2016","Italy","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2016","Italy","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2016","Italy","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","44",""
"2016","Italy","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","2",""
"2016","Cyprus","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","32",""
"2016","Cyprus","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","22",""
"2016","Cyprus","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2016","Cyprus","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","43",""
"2016","Cyprus","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Latvia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29","b"
"2016","Latvia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24","b"
"2016","Latvia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","27","b"
"2016","Latvia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50","b"
"2016","Latvia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","bn"
"2016","Lithuania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2016","Lithuania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","22",""
"2016","Lithuania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2016","Lithuania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","52",""
"2016","Lithuania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Luxembourg","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","11",""
"2016","Luxembourg","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2016","Luxembourg","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","54",""
"2016","Luxembourg","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","86",""
"2016","Luxembourg","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Hungary","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Hungary","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Hungary","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2016","Hungary","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","51",""
"2016","Hungary","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Malta","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2016","Malta","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2016","Malta","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2016","Malta","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2016","Malta","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Netherlands","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","17",""
"2016","Netherlands","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2016","Netherlands","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","45",""
"2016","Netherlands","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","77",""
"2016","Netherlands","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Austria","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","18",""
"2016","Austria","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2016","Austria","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","35",""
"2016","Austria","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","65",""
"2016","Austria","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Poland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Poland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2016","Poland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2016","Poland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","44",""
"2016","Poland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Portugal","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2016","Portugal","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2016","Portugal","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Portugal","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","48",""
"2016","Portugal","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Romania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","32",""
"2016","Romania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2016","Romania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","9",""
"2016","Romania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Romania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Slovenia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","21",""
"2016","Slovenia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2016","Slovenia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Slovenia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","53",""
"2016","Slovenia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Slovakia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2016","Slovakia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2016","Slovakia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2016","Slovakia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2016","Slovakia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Finland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","20",""
"2016","Finland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2016","Finland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","44",""
"2016","Finland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","73",""
"2016","Finland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Sweden","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24","b"
"2016","Sweden","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","30","b"
"2016","Sweden","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","39","b"
"2016","Sweden","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","69","b"
"2016","Sweden","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1","b"
"2016","Iceland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Iceland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Iceland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Iceland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Iceland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Norway","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2016","Norway","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2016","Norway","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","45",""
"2016","Norway","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","75",""
"2016","Norway","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Switzerland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Switzerland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Switzerland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Switzerland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Switzerland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","United Kingdom","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2016","United Kingdom","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2016","United Kingdom","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","43",""
"2016","United Kingdom","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","69",""
"2016","United Kingdom","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Montenegro","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Montenegro","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Montenegro","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Montenegro","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Montenegro","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","North Macedonia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","38",""
"2016","North Macedonia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2016","North Macedonia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","13",""
"2016","North Macedonia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","34",""
"2016","North Macedonia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2016","Albania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Albania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Albania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Albania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Albania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Serbia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Serbia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Serbia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Serbia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Serbia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Turkey","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2016","Turkey","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","13",""
"2016","Turkey","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","16",""
"2016","Turkey","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2016","Turkey","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2016","Bosnia and Herzegovina","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Bosnia and Herzegovina","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":",""
"2017","European Union - 27 countries (from 2020)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 27 countries (from 2020)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 27 countries (from 2020)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","European Union - 27 countries (from 2020)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2017","European Union - 27 countries (from 2020)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","European Union - 28 countries (2013-2020)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 28 countries (2013-2020)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 28 countries (2013-2020)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","European Union - 28 countries (2013-2020)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2017","European Union - 28 countries (2013-2020)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","European Union - 27 countries (2007-2013)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 27 countries (2007-2013)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 27 countries (2007-2013)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","European Union - 27 countries (2007-2013)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2017","European Union - 27 countries (2007-2013)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","European Union - 15 countries (1995-2004)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","European Union - 15 countries (1995-2004)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","European Union - 15 countries (1995-2004)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","34",""
"2017","European Union - 15 countries (1995-2004)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","61",""
"2017","European Union - 15 countries (1995-2004)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","58",""
"2017","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Belgium","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Belgium","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","30",""
"2017","Belgium","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Belgium","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","61",""
"2017","Belgium","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Bulgaria","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","34",""
"2017","Bulgaria","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2017","Bulgaria","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","11",""
"2017","Bulgaria","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","Bulgaria","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Czechia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Czechia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","36",""
"2017","Czechia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Czechia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","60",""
"2017","Czechia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Denmark","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","Denmark","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Denmark","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","47",""
"2017","Denmark","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","71",""
"2017","Denmark","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Germany (until 1990 former territory of the FRG)","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","37",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","68",""
"2017","Germany (until 1990 former territory of the FRG)","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Estonia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Estonia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","Estonia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","35",""
"2017","Estonia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","60",""
"2017","Estonia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Ireland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","33",""
"2017","Ireland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","Ireland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2017","Ireland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","48",""
"2017","Ireland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Greece","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","Greece","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Greece","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","22",""
"2017","Greece","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","46",""
"2017","Greece","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Spain","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2017","Spain","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","Spain","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2017","Spain","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2017","Spain","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","2",""
"2017","France","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","France","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","28",""
"2017","France","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","France","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2017","France","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Croatia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","Croatia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","Croatia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2017","Croatia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","41",""
"2017","Croatia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Italy","Individuals who have low overall digital skills","All Individuals","Percentage of individuals",":","u"
"2017","Italy","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2017","Italy","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2017","Italy","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals",":","u"
"2017","Italy","Individuals who have no overall digital skills","All Individuals","Percentage of individuals",":","u"
"2017","Cyprus","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","Cyprus","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2017","Cyprus","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2017","Cyprus","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2017","Cyprus","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Latvia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","33",""
"2017","Latvia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2017","Latvia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Latvia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","48",""
"2017","Latvia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Lithuania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2017","Lithuania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","Lithuania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2017","Lithuania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2017","Lithuania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Luxembourg","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","12",""
"2017","Luxembourg","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","30",""
"2017","Luxembourg","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","55",""
"2017","Luxembourg","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","85",""
"2017","Luxembourg","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Hungary","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","27",""
"2017","Hungary","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Hungary","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","Hungary","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2017","Hungary","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Malta","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","Malta","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","18",""
"2017","Malta","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","39",""
"2017","Malta","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","57",""
"2017","Malta","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Netherlands","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","16",""
"2017","Netherlands","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","32",""
"2017","Netherlands","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","48",""
"2017","Netherlands","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","79",""
"2017","Netherlands","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Austria","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","19",""
"2017","Austria","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Austria","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","36",""
"2017","Austria","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","67",""
"2017","Austria","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Poland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","28",""
"2017","Poland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","25",""
"2017","Poland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","21",""
"2017","Poland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","46",""
"2017","Poland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Portugal","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","23",""
"2017","Portugal","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","20",""
"2017","Portugal","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Portugal","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","50",""
"2017","Portugal","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Romania","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","35",""
"2017","Romania","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","19",""
"2017","Romania","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","10",""
"2017","Romania","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","29",""
"2017","Romania","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Slovenia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Slovenia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","24",""
"2017","Slovenia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","30",""
"2017","Slovenia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","54",""
"2017","Slovenia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
"2017","Slovakia","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","22",""
"2017","Slovakia","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","26",""
"2017","Slovakia","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","33",""
"2017","Slovakia","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","59",""
"2017","Slovakia","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Finland","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","18",""
"2017","Finland","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","30",""
"2017","Finland","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","45",""
"2017","Finland","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","76",""
"2017","Finland","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","0","n"
"2017","Sweden","Individuals who have low overall digital skills","All Individuals","Percentage of individuals","18",""
"2017","Sweden","Individuals who have basic overall digital skills","All Individuals","Percentage of individuals","31",""
"2017","Sweden","Individuals who have above basic overall digital skills","All Individuals","Percentage of individuals","46",""
"2017","Sweden","Individuals who have basic or above basic overall digital skills","All Individuals","Percentage of individuals","77",""
"2017","Sweden","Individuals who have no overall digital skills","All Individuals","Percentage of individuals","1",""
